SAEMP25N Total full-time and part-time employment by NAICS industry 1/,,,,
SAEMP25N Total full-time and part-time employment by NAICS industry 1/,,,,
State or DC,,,,
GeoFips,GeoName,LineCode,Description,2020
19000,Iowa,1900,      Other services (except government and government enterprises),100851
19000,Iowa,2000,    Government and government enterprises,264134
19000,Iowa,2001,      Federal civilian,18153
19000,Iowa,2002,      Military,11528
19000,Iowa,2010,      State and local,234453
19000,Iowa,2011,        State government,67612
19000,Iowa,2012,        Local government,166841
20000,Kansas,,Employment by place of work,
20000,Kansas,10,Total employment (number of jobs),1879086
20000,Kansas,,By type,
20000,Kansas,20,  Wage and salary employment,1444520
20000,Kansas,40,  Proprietors employment,434566
20000,Kansas,50,    Farm proprietors employment,50008
20000,Kansas,60,Nonfarm proprietors employment 2/,384558
20000,Kansas,,By industry,
20000,Kansas,70,  Farm employment,63989
20000,Kansas,80,  Nonfarm employment,1815097
20000,Kansas,90,    Private nonfarm employment,1522178
20000,Kansas,100,"      Forestry, fishing, and related activities",11132
20000,Kansas,200,"      Mining, quarrying, and oil and gas extraction",29241
20000,Kansas,300,      Utilities,6567
20000,Kansas,400,      Construction,96951
20000,Kansas,500,      Manufacturing,165577
20000,Kansas,600,      Wholesale trade,61023
20000,Kansas,700,      Retail trade,173236
20000,Kansas,800,      Transportation and warehousing,84647
20000,Kansas,900,      Information,20967
20000,Kansas,1000,      Finance and insurance,107133
20000,Kansas,1100,      Real estate and rental and leasing,74857
20000,Kansas,1200,"      Professional, scientific, and technical services",108297
20000,Kansas,1300,      Management of companies and enterprises,25953
20000,Kansas,1400,      Administrative and support and waste management and remediation services,95846
20000,Kansas,1500,      Educational services,26674
20000,Kansas,1600,      Health care and social assistance,204907
20000,Kansas,1700,"      Arts, entertainment, and recreation",28287
20000,Kansas,1800,      Accommodation and food services,107939
20000,Kansas,1900,      Other services (except government and government enterprises),92944
20000,Kansas,2000,    Government and government enterprises,292919
20000,Kansas,2001,      Federal civilian,26200
20000,Kansas,2002,      Military,32827
20000,Kansas,2010,      State and local,233892
20000,Kansas,2011,        State government,59513
20000,Kansas,2012,        Local government,174379
21000,Kentucky,,Employment by place of work,
21000,Kentucky,10,Total employment (number of jobs),2472056
21000,Kentucky,,By type,
21000,Kentucky,20,  Wage and salary employment,1931665
21000,Kentucky,40,  Proprietors employment,540391
21000,Kentucky,50,    Farm proprietors employment,67230
21000,Kentucky,60,Nonfarm proprietors employment 2/,473161
21000,Kentucky,,By industry,
21000,Kentucky,70,  Farm employment,82328
21000,Kentucky,80,  Nonfarm employment,2389728
21000,Kentucky,90,    Private nonfarm employment,2047435
21000,Kentucky,100,"      Forestry, fishing, and related activities",13423
21000,Kentucky,200,"      Mining, quarrying, and oil and gas extraction",12197
21000,Kentucky,300,      Utilities,7045
21000,Kentucky,400,      Construction,133788
21000,Kentucky,500,      Manufacturing,243780
21000,Kentucky,600,      Wholesale trade,78407
21000,Kentucky,700,      Retail trade,248519
21000,Kentucky,800,      Transportation and warehousing,150367
21000,Kentucky,900,      Information,25733
21000,Kentucky,1000,      Finance and insurance,111650
21000,Kentucky,1100,      Real estate and rental and leasing,98015
21000,Kentucky,1200,"      Professional, scientific, and technical services",117044
21000,Kentucky,1300,      Management of companies and enterprises,24915
21000,Kentucky,1400,      Administrative and support and waste management and remediation services,147509
21000,Kentucky,1500,      Educational services,36913
21000,Kentucky,1600,      Health care and social assistance,273645
21000,Kentucky,1700,"      Arts, entertainment, and recreation",36988
21000,Kentucky,1800,      Accommodation and food services,159677
21000,Kentucky,1900,      Other services (except government and government enterprises),127820
21000,Kentucky,2000,    Government and government enterprises,342293
21000,Kentucky,2001,      Federal civilian,35506
21000,Kentucky,2002,      Military,46972
21000,Kentucky,2010,      State and local,259815
21000,Kentucky,2011,        State government,94818
21000,Kentucky,2012,        Local government,164997
22000,Louisiana,,Employment by place of work,
22000,Louisiana,10,Total employment (number of jobs),2593066
22000,Louisiana,,By type,
22000,Louisiana,20,  Wage and salary employment,1917840
22000,Louisiana,40,  Proprietors employment,675226
22000,Louisiana,50,    Farm proprietors employment,23512
22000,Louisiana,60,Nonfarm proprietors employment 2/,651714
22000,Louisiana,,By industry,
22000,Louisiana,70,  Farm employment,31588
22000,Louisiana,80,  Nonfarm employment,2561478
22000,Louisiana,90,    Private nonfarm employment,2210209
22000,Louisiana,100,"      Forestry, fishing, and related activities",18195
22000,Louisiana,200,"      Mining, quarrying, and oil and gas extraction",46097
22000,Louisiana,300,      Utilities,9143
22000,Louisiana,400,      Construction,185957
22000,Louisiana,500,      Manufacturing,141902
22000,Louisiana,600,      Wholesale trade,72283
22000,Louisiana,700,      Retail trade,264439
22000,Louisiana,800,      Transportation and warehousing,118011
22000,Louisiana,900,      Information,24833
22000,Louisiana,1000,      Finance and insurance,111610
22000,Louisiana,1100,      Real estate and rental and leasing,121537
22000,Louisiana,1200,"      Professional, scientific, and technical services",142618
22000,Louisiana,1300,      Management of companies and enterprises,27092
22000,Louisiana,1400,      Administrative and support and waste management and remediation services,156594
22000,Louisiana,1500,      Educational services,56860
22000,Louisiana,1600,      Health care and social assistance,313451
22000,Louisiana,1700,"      Arts, entertainment, and recreation",45889
22000,Louisiana,1800,      Accommodation and food services,191123
22000,Louisiana,1900,      Other services (except government and government enterprises),162575
22000,Louisiana,2000,    Government and government enterprises,351269
22000,Louisiana,2001,      Federal civilian,32734
22000,Louisiana,2002,      Military,33005
22000,Louisiana,2010,      State and local,285530
22000,Louisiana,2011,        State government,84376
22000,Louisiana,2012,        Local government,201154
23000,Maine,,Employment by place of work,
23000,Maine,10,Total employment (number of jobs),813207
23000,Maine,,By type,
23000,Maine,20,  Wage and salary employment,612542
23000,Maine,40,  Proprietors employment,200665
23000,Maine,50,    Farm proprietors employment,6956
23000,Maine,60,Nonfarm proprietors employment 2/,193709
23000,Maine,,By industry,
23000,Maine,70,  Farm employment,10385
23000,Maine,80,  Nonfarm employment,802822
23000,Maine,90,    Private nonfarm employment,698369
23000,Maine,100,"      Forestry, fishing, and related activities",14106
23000,Maine,200,"      Mining, quarrying, and oil and gas extraction",810
23000,Maine,300,      Utilities,1835
23000,Maine,400,      Construction,57523
23000,Maine,500,      Manufacturing,54756
23000,Maine,600,      Wholesale trade,21217
23000,Maine,700,      Retail trade,93498
23000,Maine,800,      Transportation and warehousing,23518
23000,Maine,900,      Information,8748
23000,Maine,1000,      Finance and insurance,35778
23000,Maine,1100,      Real estate and rental and leasing,37695
23000,Maine,1200,"      Professional, scientific, and technical services",48440
23000,Maine,1300,      Management of companies and enterprises,13018
23000,Maine,1400,      Administrative and support and waste management and remediation services,41233
23000,Maine,1500,      Educational services,21942
23000,Maine,1600,      Health care and social assistance,116052
23000,Maine,1700,"      Arts, entertainment, and recreation",18754
23000,Maine,1800,      Accommodation and food services,50236
23000,Maine,1900,      Other services (except government and government enterprises),39210
23000,Maine,2000,    Government and government enterprises,104453
23000,Maine,2001,      Federal civilian,16963
23000,Maine,2002,      Military,4858
23000,Maine,2010,      State and local,82632
23000,Maine,2011,        State government,26112
23000,Maine,2012,        Local government,56520
24000,Maryland,,Employment by place of work,
24000,Maryland,10,Total employment (number of jobs),3620521
24000,Maryland,,By type,
24000,Maryland,20,  Wage and salary employment,2687534
24000,Maryland,40,  Proprietors employment,932987
24000,Maryland,50,    Farm proprietors employment,11036
24000,Maryland,60,Nonfarm proprietors employment 2/,921951
24000,Maryland,,By industry,
24000,Maryland,70,  Farm employment,16486
24000,Maryland,80,  Nonfarm employment,3604035
24000,Maryland,90,    Private nonfarm employment,3042342
24000,Maryland,100,"      Forestry, fishing, and related activities",6608
24000,Maryland,200,"      Mining, quarrying, and oil and gas extraction",2963
24000,Maryland,300,      Utilities,10677
24000,Maryland,400,      Construction,241852
24000,Maryland,500,      Manufacturing,119096
24000,Maryland,600,      Wholesale trade,90864
24000,Maryland,700,      Retail trade,320156
24000,Maryland,800,      Transportation and warehousing,194910
24000,Maryland,900,      Information,45637
24000,Maryland,1000,      Finance and insurance,175181
24000,Maryland,1100,      Real estate and rental and leasing,188924
24000,Maryland,1200,"      Professional, scientific, and technical services",368739
24000,Maryland,1300,      Management of companies and enterprises,31210
24000,Maryland,1400,      Administrative and support and waste management and remediation services,224333
24000,Maryland,1500,      Educational services,104007
24000,Maryland,1600,      Health care and social assistance,434177
24000,Maryland,1700,"      Arts, entertainment, and recreation",73517
24000,Maryland,1800,      Accommodation and food services,204950
24000,Maryland,1900,      Other services (except government and government enterprises),204541
24000,Maryland,2000,    Government and government enterprises,561693
24000,Maryland,2001,      Federal civilian,178453
24000,Maryland,2002,      Military,49116
24000,Maryland,2010,      State and local,334124
24000,Maryland,2011,        State government,98440
24000,Maryland,2012,        Local government,235684
25000,Massachusetts,,Employment by place of work,
25000,Massachusetts,10,Total employment (number of jobs),4600345
25000,Massachusetts,,By type,
25000,Massachusetts,20,  Wage and salary employment,3514209
25000,Massachusetts,40,  Proprietors employment,1086136
25000,Massachusetts,50,    Farm proprietors employment,6191
25000,Massachusetts,60,Nonfarm proprietors employment 2/,1079945
25000,Massachusetts,,By industry,
25000,Massachusetts,70,  Farm employment,10237
25000,Massachusetts,80,  Nonfarm employment,4590108
25000,Massachusetts,90,    Private nonfarm employment,4136619
25000,Massachusetts,100,"      Forestry, fishing, and related activities",9852
25000,Massachusetts,200,"      Mining, quarrying, and oil and gas extraction",2337
25000,Massachusetts,300,      Utilities,13841
25000,Massachusetts,400,      Construction,251936
25000,Massachusetts,500,      Manufacturing,243351
25000,Massachusetts,600,      Wholesale trade,129917
25000,Massachusetts,700,      Retail trade,397964
25000,Massachusetts,800,      Transportation and warehousing,179211
25000,Massachusetts,900,      Information,102817
25000,Massachusetts,1000,      Finance and insurance,303352
25000,Massachusetts,1100,      Real estate and rental and leasing,217589
25000,Massachusetts,1200,"      Professional, scientific, and technical services",496852
25000,Massachusetts,1300,      Management of companies and enterprises,74478
25000,Massachusetts,1400,      Administrative and support and waste management and remediation services,229933
25000,Massachusetts,1500,      Educational services,245758
25000,Massachusetts,1600,      Health care and social assistance,675559
25000,Massachusetts,1700,"      Arts, entertainment, and recreation",99862
25000,Massachusetts,1800,      Accommodation and food services,242905
25000,Massachusetts,1900,      Other services (except government and government enterprises),219105
25000,Massachusetts,2000,    Government and government enterprises,453489
25000,Massachusetts,2001,      Federal civilian,47672
25000,Massachusetts,2002,      Military,18711
25000,Massachusetts,2010,      State and local,387106
25000,Massachusetts,2011,        State government,124079
25000,Massachusetts,2012,        Local government,263027
26000,Michigan,,Employment by place of work,
26000,Michigan,10,Total employment (number of jobs),5388167
26000,Michigan,,By type,
26000,Michigan,20,  Wage and salary employment,4121786
26000,Michigan,40,  Proprietors employment,1266381
26000,Michigan,50,    Farm proprietors employment,41113
26000,Michigan,60,Nonfarm proprietors employment 2/,1225268
26000,Michigan,,By industry,
26000,Michigan,70,  Farm employment,61190
26000,Michigan,80,  Nonfarm employment,5326977
26000,Michigan,90,    Private nonfarm employment,4737097
26000,Michigan,100,"      Forestry, fishing, and related activities",16962
26000,Michigan,200,"      Mining, quarrying, and oil and gas extraction",11566
26000,Michigan,300,      Utilities,21073
26000,Michigan,400,      Construction,277422
26000,Michigan,500,      Manufacturing,581256
26000,Michigan,600,      Wholesale trade,177779
26000,Michigan,700,      Retail trade,531590
26000,Michigan,800,      Transportation and warehousing,229441
26000,Michigan,900,      Information,64501
26000,Michigan,1000,      Finance and insurance,275218
26000,Michigan,1100,      Real estate and rental and leasing,263721
26000,Michigan,1200,"      Professional, scientific, and technical services",408085
26000,Michigan,1300,      Management of companies and enterprises,79078
26000,Michigan,1400,      Administrative and support and waste management and remediation services,330771
26000,Michigan,1500,      Educational services,91843
26000,Michigan,1600,      Health care and social assistance,653308
26000,Michigan,1700,"      Arts, entertainment, and recreation",89325
26000,Michigan,1800,      Accommodation and food services,323780
26000,Michigan,1900,      Other services (except government and government enterprises),310378
26000,Michigan,2000,    Government and government enterprises,589880
26000,Michigan,2001,      Federal civilian,54171
26000,Michigan,2002,      Military,18003
26000,Michigan,2010,      State and local,517706
26000,Michigan,2011,        State government,176392
26000,Michigan,2012,        Local government,341314
27000,Minnesota,,Employment by place of work,
27000,Minnesota,10,Total employment (number of jobs),3608149
27000,Minnesota,,By type,
27000,Minnesota,20,  Wage and salary employment,2841652
27000,Minnesota,40,  Proprietors employment,766497
27000,Minnesota,50,    Farm proprietors employment,58827
27000,Minnesota,60,Nonfarm proprietors employment 2/,707670
27000,Minnesota,,By industry,
27000,Minnesota,70,  Farm employment,77539
27000,Minnesota,80,  Nonfarm employment,3530610
27000,Minnesota,90,    Private nonfarm employment,3118783
27000,Minnesota,100,"      Forestry, fishing, and related activities",14236
27000,Minnesota,200,"      Mining, quarrying, and oil and gas extraction",8372
27000,Minnesota,300,      Utilities,12743
27000,Minnesota,400,      Construction,184964
27000,Minnesota,500,      Manufacturing,323562
27000,Minnesota,600,      Wholesale trade,134234
27000,Minnesota,700,      Retail trade,340193
27000,Minnesota,800,      Transportation and warehousing,156622
27000,Minnesota,900,      Information,51426
27000,Minnesota,1000,      Finance and insurance,229238
27000,Minnesota,1100,      Real estate and rental and leasing,152459
27000,Minnesota,1200,"      Professional, scientific, and technical services",232376
27000,Minnesota,1300,      Management of companies and enterprises,92042
27000,Minnesota,1400,      Administrative and support and waste management and remediation services,155514
27000,Minnesota,1500,      Educational services,83380
27000,Minnesota,1600,      Health care and social assistance,504557
27000,Minnesota,1700,"      Arts, entertainment, and recreation",73799
27000,Minnesota,1800,      Accommodation and food services,188602
27000,Minnesota,1900,      Other services (except government and government enterprises),180464
27000,Minnesota,2000,    Government and government enterprises,411827
27000,Minnesota,2001,      Federal civilian,33326
27000,Minnesota,2002,      Military,19850
27000,Minnesota,2010,      State and local,358651
27000,Minnesota,2011,        State government,96261
27000,Minnesota,2012,        Local government,262390
28000,Mississippi,,Employment by place of work,
28000,Mississippi,10,Total employment (number of jobs),1573592
28000,Mississippi,,By type,
28000,Mississippi,20,  Wage and salary employment,1173932
28000,Mississippi,40,  Proprietors employment,399660
28000,Mississippi,50,    Farm proprietors employment,29638
28000,Mississippi,60,Nonfarm proprietors employment 2/,370022
28000,Mississippi,,By industry,
28000,Mississippi,70,  Farm employment,38004
28000,Mississippi,80,  Nonfarm employment,1535588
28000,Mississippi,90,    Private nonfarm employment,1268110
28000,Mississippi,100,"      Forestry, fishing, and related activities",14513
28000,Mississippi,200,"      Mining, quarrying, and oil and gas extraction",8672
28000,Mississippi,300,      Utilities,8149
28000,Mississippi,400,      Construction,88037
28000,Mississippi,500,      Manufacturing,145564
28000,Mississippi,600,      Wholesale trade,38194
28000,Mississippi,700,      Retail trade,168163
28000,Mississippi,800,      Transportation and warehousing,75751
28000,Mississippi,900,      Information,13103
28000,Mississippi,1000,      Finance and insurance,60039
28000,Mississippi,1100,      Real estate and rental and leasing,56342
28000,Mississippi,1200,"      Professional, scientific, and technical services",59130
28000,Mississippi,1300,      Management of companies and enterprises,13622
28000,Mississippi,1400,      Administrative and support and waste management and remediation services,102724
28000,Mississippi,1500,      Educational services,22308
28000,Mississippi,1600,      Health care and social assistance,156663
28000,Mississippi,1700,"      Arts, entertainment, and recreation",18909
28000,Mississippi,1800,      Accommodation and food services,123537
28000,Mississippi,1900,      Other services (except government and government enterprises),94690
28000,Mississippi,2000,    Government and government enterprises,267478
28000,Mississippi,2001,      Federal civilian,26407
28000,Mississippi,2002,      Military,28662
28000,Mississippi,2010,      State and local,212409
28000,Mississippi,2011,        State government,62829
28000,Mississippi,2012,        Local government,149580
29000,Missouri,,Employment by place of work,
29000,Missouri,10,Total employment (number of jobs),3693351
29000,Missouri,,By type,
29000,Missouri,20,  Wage and salary employment,2858125
29000,Missouri,40,  Proprietors employment,835226
29000,Missouri,50,    Farm proprietors employment,86900
29000,Missouri,60,Nonfarm proprietors employment 2/,748326
29000,Missouri,,By industry,
29000,Missouri,70,  Farm employment,96833
29000,Missouri,80,  Nonfarm employment,3596518
29000,Missouri,90,    Private nonfarm employment,3135757
29000,Missouri,100,"      Forestry, fishing, and related activities",14378
29000,Missouri,200,"      Mining, quarrying, and oil and gas extraction",7221
29000,Missouri,300,      Utilities,12259
29000,Missouri,400,      Construction,203684
29000,Missouri,500,      Manufacturing,279613
29000,Missouri,600,      Wholesale trade,129629
29000,Missouri,700,      Retail trade,363760
29000,Missouri,800,      Transportation and warehousing,160247
29000,Missouri,900,      Information,52267
29000,Missouri,1000,      Finance and insurance,210033
29000,Missouri,1100,      Real estate and rental and leasing,170296
29000,Missouri,1200,"      Professional, scientific, and technical services",227143
29000,Missouri,1300,      Management of companies and enterprises,67399
29000,Missouri,1400,      Administrative and support and waste management and remediation services,192913
29000,Missouri,1500,      Educational services,88436
29000,Missouri,1600,      Health care and social assistance,450965
29000,Missouri,1700,"      Arts, entertainment, and recreation",63736
29000,Missouri,1800,      Accommodation and food services,241521
29000,Missouri,1900,      Other services (except government and government enterprises),200257
29000,Missouri,2000,    Government and government enterprises,460761
29000,Missouri,2001,      Federal civilian,61388
29000,Missouri,2002,      Military,36760
29000,Missouri,2010,      State and local,362613
29000,Missouri,2011,        State government,101626
29000,Missouri,2012,        Local government,260987
30000,Montana,,Employment by place of work,
30000,Montana,10,Total employment (number of jobs),684333
30000,Montana,,By type,
30000,Montana,20,  Wage and salary employment,486577
30000,Montana,40,  Proprietors employment,197756
30000,Montana,50,    Farm proprietors employment,22851
30000,Montana,60,Nonfarm proprietors employment 2/,174905
30000,Montana,,By industry,
30000,Montana,70,  Farm employment,29468
30000,Montana,80,  Nonfarm employment,654865
30000,Montana,90,    Private nonfarm employment,559552
30000,Montana,100,"      Forestry, fishing, and related activities",8164
30000,Montana,200,"      Mining, quarrying, and oil and gas extraction",9828
30000,Montana,300,      Utilities,2971
30000,Montana,400,      Construction,52165
30000,Montana,500,      Manufacturing,24820
30000,Montana,600,      Wholesale trade,19025
30000,Montana,700,      Retail trade,73481
30000,Montana,800,      Transportation and warehousing,22984
30000,Montana,900,      Information,7851
30000,Montana,1000,      Finance and insurance,29042
30000,Montana,1100,      Real estate and rental and leasing,41800
30000,Montana,1200,"      Professional, scientific, and technical services",41141
30000,Montana,1300,      Management of companies and enterprises,2718
30000,Montana,1400,      Administrative and support and waste management and remediation services,26924
30000,Montana,1500,      Educational services,9088
30000,Montana,1600,      Health care and social assistance,78007
30000,Montana,1700,"      Arts, entertainment, and recreation",19897
30000,Montana,1800,      Accommodation and food services,54230
30000,Montana,1900,      Other services (except government and government enterprises),35416
30000,Montana,2000,    Government and government enterprises,95313
30000,Montana,2001,      Federal civilian,13682
30000,Montana,2002,      Military,7825
30000,Montana,2010,      State and local,73806
30000,Montana,2011,        State government,26874
30000,Montana,2012,        Local government,46932
31000,Nebraska,,Employment by place of work,
31000,Nebraska,10,Total employment (number of jobs),1305987
31000,Nebraska,,By type,
31000,Nebraska,20,  Wage and salary employment,1013516
31000,Nebraska,40,  Proprietors employment,292471
31000,Nebraska,50,    Farm proprietors employment,37864
31000,Nebraska,60,Nonfarm proprietors employment 2/,254607
31000,Nebraska,,By industry,
31000,Nebraska,70,  Farm employment,52944
31000,Nebraska,80,  Nonfarm employment,1253043
31000,Nebraska,90,    Private nonfarm employment,1080865
31000,Nebraska,100,"      Forestry, fishing, and related activities",11288
31000,Nebraska,200,"      Mining, quarrying, and oil and gas extraction",2388
31000,Nebraska,300,      Utilities,1260
31000,Nebraska,400,      Construction,81030
31000,Nebraska,500,      Manufacturing,101325
31000,Nebraska,600,      Wholesale trade,42805
31000,Nebraska,700,      Retail trade,126971
31000,Nebraska,800,      Transportation and warehousing,68394
31000,Nebraska,900,      Information,18752
31000,Nebraska,1000,      Finance and insurance,88521
31000,Nebraska,1100,      Real estate and rental and leasing,55429
31000,Nebraska,1200,"      Professional, scientific, and technical services",66761
31000,Nebraska,1300,      Management of companies and enterprises,22353
31000,Nebraska,1400,      Administrative and support and waste management and remediation services,64277
31000,Nebraska,1500,      Educational services,22934
31000,Nebraska,1600,      Health care and social assistance,143173
31000,Nebraska,1700,"      Arts, entertainment, and recreation",22013
31000,Nebraska,1800,      Accommodation and food services,74127
31000,Nebraska,1900,      Other services (except government and government enterprises),67064
31000,Nebraska,2000,    Government and government enterprises,172178
31000,Nebraska,2001,      Federal civilian,17452
31000,Nebraska,2002,      Military,12605
31000,Nebraska,2010,      State and local,142121
31000,Nebraska,2011,        State government,34673
31000,Nebraska,2012,        Local government,107448
32000,Nevada,,Employment by place of work,
32000,Nevada,10,Total employment (number of jobs),1770936
32000,Nevada,,By type,
32000,Nevada,20,  Wage and salary employment,1317519
32000,Nevada,40,  Proprietors employment,453417
32000,Nevada,50,    Farm proprietors employment,2937
32000,Nevada,60,Nonfarm proprietors employment 2/,450480
32000,Nevada,,By industry,
32000,Nevada,70,  Farm employment,5184
32000,Nevada,80,  Nonfarm employment,1765752
32000,Nevada,90,    Private nonfarm employment,1588435
32000,Nevada,100,"      Forestry, fishing, and related activities",1935
32000,Nevada,200,"      Mining, quarrying, and oil and gas extraction",18358
32000,Nevada,300,      Utilities,4525
32000,Nevada,400,      Construction,115479
32000,Nevada,500,      Manufacturing,62281
32000,Nevada,600,      Wholesale trade,42193
32000,Nevada,700,      Retail trade,175398
32000,Nevada,800,      Transportation and warehousing,123763
32000,Nevada,900,      Information,19251
32000,Nevada,1000,      Finance and insurance,97744
32000,Nevada,1100,      Real estate and rental and leasing,106898
32000,Nevada,1200,"      Professional, scientific, and technical services",106738
32000,Nevada,1300,      Management of companies and enterprises,30905
32000,Nevada,1400,      Administrative and support and waste management and remediation services,126401
32000,Nevada,1500,      Educational services,20163
32000,Nevada,1600,      Health care and social assistance,154922
32000,Nevada,1700,"      Arts, entertainment, and recreation",49675
32000,Nevada,1800,      Accommodation and food services,244158
32000,Nevada,1900,      Other services (except government and government enterprises),87648
32000,Nevada,2000,    Government and government enterprises,177317
32000,Nevada,2001,      Federal civilian,20983
32000,Nevada,2002,      Military,19921
32000,Nevada,2010,      State and local,136413
32000,Nevada,2011,        State government,36185
32000,Nevada,2012,        Local government,100228
33000,New Hampshire,,Employment by place of work,
33000,New Hampshire,10,Total employment (number of jobs),858502
33000,New Hampshire,,By type,
33000,New Hampshire,20,  Wage and salary employment,654255
33000,New Hampshire,40,  Proprietors employment,204247
33000,New Hampshire,50,    Farm proprietors employment,3849
33000,New Hampshire,60,Nonfarm proprietors employment 2/,200398
33000,New Hampshire,,By industry,
33000,New Hampshire,70,  Farm employment,5110
33000,New Hampshire,80,  Nonfarm employment,853392
33000,New Hampshire,90,    Private nonfarm employment,763087
33000,New Hampshire,100,"      Forestry, fishing, and related activities",2821
33000,New Hampshire,200,"      Mining, quarrying, and oil and gas extraction",1285
33000,New Hampshire,300,      Utilities,2215
33000,New Hampshire,400,      Construction,55384
33000,New Hampshire,500,      Manufacturing,71860
33000,New Hampshire,600,      Wholesale trade,30383
33000,New Hampshire,700,      Retail trade,106058
33000,New Hampshire,800,      Transportation and warehousing,23755
33000,New Hampshire,900,      Information,14319
33000,New Hampshire,1000,      Finance and insurance,44405
33000,New Hampshire,1100,      Real estate and rental and leasing,42126
33000,New Hampshire,1200,"      Professional, scientific, and technical services",64877
33000,New Hampshire,1300,      Management of companies and enterprises,9933
33000,New Hampshire,1400,      Administrative and support and waste management and remediation services,45844
33000,New Hampshire,1500,      Educational services,31845
33000,New Hampshire,1600,      Health care and social assistance,100646
33000,New Hampshire,1700,"      Arts, entertainment, and recreation",19922
33000,New Hampshire,1800,      Accommodation and food services,53324
33000,New Hampshire,1900,      Other services (except government and government enterprises),42085
33000,New Hampshire,2000,    Government and government enterprises,90305
33000,New Hampshire,2001,      Federal civilian,8305
33000,New Hampshire,2002,      Military,4346
33000,New Hampshire,2010,      State and local,77654
33000,New Hampshire,2011,        State government,23614
33000,New Hampshire,2012,        Local government,54040
34000,New Jersey,,Employment by place of work,
34000,New Jersey,10,Total employment (number of jobs),5319600
34000,New Jersey,,By type,
34000,New Jersey,20,  Wage and salary employment,3922444
34000,New Jersey,40,  Proprietors employment,1397156
34000,New Jersey,50,    Farm proprietors employment,8818
34000,New Jersey,60,Nonfarm proprietors employment 2/,1388338
34000,New Jersey,,By industry,
34000,New Jersey,70,  Farm employment,15676
34000,New Jersey,80,  Nonfarm employment,5303924
34000,New Jersey,90,    Private nonfarm employment,4714902
34000,New Jersey,100,"      Forestry, fishing, and related activities",6426
34000,New Jersey,200,"      Mining, quarrying, and oil and gas extraction",2873
34000,New Jersey,300,      Utilities,15433
34000,New Jersey,400,      Construction,256120
34000,New Jersey,500,      Manufacturing,253689
34000,New Jersey,600,      Wholesale trade,225352
34000,New Jersey,700,      Retail trade,501151
34000,New Jersey,800,      Transportation and warehousing,332310
34000,New Jersey,900,      Information,86963
34000,New Jersey,1000,      Finance and insurance,369715
34000,New Jersey,1100,      Real estate and rental and leasing,359623
34000,New Jersey,1200,"      Professional, scientific, and technical services",459518
34000,New Jersey,1300,      Management of companies and enterprises,96128
34000,New Jersey,1400,      Administrative and support and waste management and remediation services,332657
34000,New Jersey,1500,      Educational services,128865
34000,New Jersey,1600,      Health care and social assistance,637572
34000,New Jersey,1700,"      Arts, entertainment, and recreation",100358
34000,New Jersey,1800,      Accommodation and food services,276136
34000,New Jersey,1900,      Other services (except government and government enterprises),274013
34000,New Jersey,2000,    Government and government enterprises,589022
34000,New Jersey,2001,      Federal civilian,50672
34000,New Jersey,2002,      Military,25636
34000,New Jersey,2010,      State and local,512714
34000,New Jersey,2011,        State government,139644
34000,New Jersey,2012,        Local government,373070
35000,New Mexico,,Employment by place of work,
35000,New Mexico,10,Total employment (number of jobs),1069680
35000,New Mexico,,By type,
35000,New Mexico,20,  Wage and salary employment,833811
35000,New Mexico,40,  Proprietors employment,235869
35000,New Mexico,50,    Farm proprietors employment,21195
35000,New Mexico,60,Nonfarm proprietors employment 2/,214674
35000,New Mexico,,By industry,
35000,New Mexico,70,  Farm employment,28428
35000,New Mexico,80,  Nonfarm employment,1041252
35000,New Mexico,90,    Private nonfarm employment,839465
35000,New Mexico,100,"      Forestry, fishing, and related activities",5950
35000,New Mexico,200,"      Mining, quarrying, and oil and gas extraction",26135
35000,New Mexico,300,      Utilities,4490
35000,New Mexico,400,      Construction,67308
35000,New Mexico,500,      Manufacturing,32740
35000,New Mexico,600,      Wholesale trade,23703
35000,New Mexico,700,      Retail trade,106200
35000,New Mexico,800,      Transportation and warehousing,34367
35000,New Mexico,900,      Information,12254
35000,New Mexico,1000,      Finance and insurance,37322
35000,New Mexico,1100,      Real estate and rental and leasing,41274
35000,New Mexico,1200,"      Professional, scientific, and technical services",83380
35000,New Mexico,1300,      Management of companies and enterprises,6543
35000,New Mexico,1400,      Administrative and support and waste management and remediation services,55379
35000,New Mexico,1500,      Educational services,14933
35000,New Mexico,1600,      Health care and social assistance,134834
35000,New Mexico,1700,"      Arts, entertainment, and recreation",21307
35000,New Mexico,1800,      Accommodation and food services,79280
35000,New Mexico,1900,      Other services (except government and government enterprises),52066
35000,New Mexico,2000,    Government and government enterprises,201787
35000,New Mexico,2001,      Federal civilian,30184
35000,New Mexico,2002,      Military,18007
35000,New Mexico,2010,      State and local,153596
35000,New Mexico,2011,        State government,57469
35000,New Mexico,2012,        Local government,96127
36000,New York,,Employment by place of work,
36000,New York,10,Total employment (number of jobs),11872381
36000,New York,,By type,
36000,New York,20,  Wage and salary employment,8936714
36000,New York,40,  Proprietors employment,2935667
36000,New York,50,    Farm proprietors employment,30581
36000,New York,60,Nonfarm proprietors employment 2/,2905086
36000,New York,,By industry,
36000,New York,70,  Farm employment,51330
36000,New York,80,  Nonfarm employment,11821051
36000,New York,90,    Private nonfarm employment,10358132
36000,New York,100,"      Forestry, fishing, and related activities",14183
